"AIRPORT","X_id","Year","Month","Dom_Pax_In","Dom_Pax_Out","Dom_Pax_Total","Int_Pax_In","Int_Pax_Out","Int_Pax_Total","Pax_In","Pax_Out","Pax_Total","Latitude","Longitude"
"MELBOURNE",6773,2019,6,944965,1000243,1945208,413493,488023,901516,1358458,1488266,2846724,-37.6733,144.8433
"MELBOURNE",6774,2019,7,1142322,1109884,2252206,532482,460719,993201,1674804,1570603,3245407,-37.6733,144.8433
"MELBOURNE",6775,2019,8,1080083,1074712,2154795,469163,473554,942717,1549246,1548266,3097512,-37.6733,144.8433
"MELBOURNE",6776,2019,9,1069451,1092161,2161612,459116,468307,927423,1528567,1560468,3089035,-37.6733,144.8433
"MELBOURNE",6777,2019,10,1187346,1159072,2346418,504030,427549,931579,1691376,1586621,3277997,-37.6733,144.8433
"MELBOURNE",6778,2019,11,1122505,1098922,2221427,460493,466560,927053,1582998,1565482,3148480,-37.6733,144.8433
"MELBOURNE",6779,2019,12,1084222,1138546,2222768,495779,575352,1071131,1580001,1713898,3293899,-37.6733,144.8433
"MELBOURNE",6780,2020,1,1116371,1053603,2169974,581276,514803,1096079,1697647,1568406,3266053,-37.6733,144.8433
"MELBOURNE",6781,2020,2,921157,934726,1855883,408642,334254,742896,1329799,1268980,2598779,-37.6733,144.8433
"MELBOURNE",6782,2020,3,624922,619391,1244313,244268,227490,471758,869190,846881,1716071,-37.6733,144.8433
"MELBOURNE",6783,2020,4,20061,21697,41758,5448,12355,17803,25509,34052,59561,-37.6733,144.8433
"MELBOURNE",6784,2020,5,29128,28400,57528,5643,9003,14646,34771,37403,72174,-37.6733,144.8433
"MELBOURNE",6785,2020,6,60190,62328,122518,6431,9456,15887,66621,71784,138405,-37.6733,144.8433
"MELBOURNE",6786,2020,7,29537,31636,61173,49,12705,12754,29586,44341,73927,-37.6733,144.8433
"MELBOURNE",6787,2020,8,6854,13444,20298,0,14761,14761,6854,28205,35059,-37.6733,144.8433
"MELBOURNE",6788,2020,9,8430,14941,23371,0,12320,12320,8430,27261,35691,-37.6733,144.8433
"MELBOURNE",6789,2020,10,12720,14654,27374,0,10603,10603,12720,25257,37977,-37.6733,144.8433
"MELBOURNE",6790,2020,11,48680,50242,98922,511,8346,8857,49191,58588,107779,-37.6733,144.8433
"MELBOURNE",6791,2020,12,340896,398933,739829,5098,10989,16087,345994,409922,755916,-37.6733,144.8433
"MELBOURNE",6792,2021,1,338480,286543,625023,6753,10340,17093,345233,296883,642116,-37.6733,144.8433
"MELBOURNE",6793,2021,2,207398,195779,403177,3119,8122,11241,210517,203901,414418,-37.6733,144.8433
"MELBOURNE",6794,2021,3,479091,494543,973634,1798,8153,9951,480889,502696,983585,-37.6733,144.8433
"MELBOURNE",6795,2021,4,702091,692032,1394123,10375,16770,27145,712466,708802,1421268,-37.6733,144.8433
"MELBOURNE",6796,2021,5,599667,601938,1201605,25732,24656,50388,625399,626594,1251993,-37.6733,144.8433
"MELBOURNE",6797,2021,6,152189,168931,321120,10613,14502,25115,162802,183433,346235,-37.6733,144.8433
"MELBOURNE",6798,2021,7,225224,184414,409638,22227,26795,49022,247451,211209,458660,-37.6733,144.8433
"MELBOURNE",6799,2021,8,33142,25526,58668,3681,8033,11714,36823,33559,70382,-37.6733,144.8433
"MELBOURNE",6800,2021,9,15886,15063,30949,2201,7918,10119,18087,22981,41068,-37.6733,144.8433
"MELBOURNE",6801,2021,10,21168,15719,36887,2111,9855,11966,23279,25574,48853,-37.6733,144.8433
"MELBOURNE",6802,2021,11,165347,169714,335061,19788,25339,45127,185135,195053,380188,-37.6733,144.8433
"MELBOURNE",6803,2021,12,451517,522284,973801,64060,63649,127709,515577,585933,1101510,-37.6733,144.8433
"MELBOURNE",6804,2022,1,571917,515075,1086992,84811,58865,143676,656728,573940,1230668,-37.6733,144.8433
"MELBOURNE",6805,2022,2,496393,503676,1000069,89738,54225,143963,586131,557901,1144032,-37.6733,144.8433
"MELBOURNE",6806,2022,3,753316,751571,1504887,107926,95493,203419,861242,847064,1708306,-37.6733,144.8433
"MELBOURNE",6807,2022,4,958109,966159,1924268,157741,163915,321656,1115850,1130074,2245924,-37.6733,144.8433
"MELBOURNE",6808,2022,5,861600,868868,1730468,182478,180486,362964,1044078,1049354,2093432,-37.6733,144.8433
"MELBOURNE",6809,2022,6,886863,942296,1829159,211256,253957,465213,1098119,1196253,2294372,-37.6733,144.8433
"MELBOURNE",6810,2022,7,980671,937906,1918577,318139,273435,591574,1298810,1211341,2510151,-37.6733,144.8433
"MELBOURNE",6811,2022,8,871004,884415,1755419,289587,260606,550193,1160591,1145021,2305612,-37.6733,144.8433
"MELBOURNE",6812,2022,9,942733,938395,1881128,300395,284303,584698,1243128,1222698,2465826,-37.6733,144.8433
"MELBOURNE",6813,2022,10,962271,980846,1943117,335167,273556,608723,1297438,1254402,2551840,-37.6733,144.8433
"MELBOURNE",6814,2022,11,949257,930494,1879751,333340,322667,656007,1282597,1253161,2535758,-37.6733,144.8433
"MELBOURNE",6815,2022,12,918537,937459,1855996,353353,422088,775441,1271890,1359547,2631437,-37.6733,144.8433
"MELBOURNE",6816,2023,1,951384,924241,1875625,445135,385246,830381,1396519,1309487,2706006,-37.6733,144.8433
"MELBOURNE",6817,2023,2,821901,821353,1643254,381441,282806,664247,1203342,1104159,2307501,-37.6733,144.8433
"MELBOURNE",6818,2023,3,997609,978577,1976186,370815,352659,723474,1368424,1331236,2699660,-37.6733,144.8433
"MELBOURNE",6819,2023,4,948194,972933,1921127,380077,397622,777699,1328271,1370555,2698826,-37.6733,144.8433
"MELBOURNE",6820,2023,5,919970,928001,1847971,356854,382672,739526,1276824,1310673,2587497,-37.6733,144.8433
"MELBOURNE",6821,2023,6,891770,939062,1830832,376556,443993,820549,1268326,1383055,2651381,-37.6733,144.8433
"MELBOURNE",6822,2023,7,1009111,981811,1990922,499513,416165,915678,1508624,1397976,2906600,-37.6733,144.8433
"MELBOURNE",6823,2023,8,972529,981256,1953785,430491,418894,849385,1403020,1400150,2803170,-37.6733,144.8433
"MELBOURNE",6824,2023,9,1003307,988183,1991490,453183,438763,891946,1456490,1426946,2883436,-37.6733,144.8433
"MELBOURNE",6825,2023,10,1040251,1061215,2101466,481237,403512,884749,1521488,1464727,2986215,-37.6733,144.8433
"MELBOURNE",6826,2023,11,1040114,1028416,2068530,434191,441269,875460,1474305,1469685,2943990,-37.6733,144.8433
"NEWCASTLE",7235,2019,1,53197,53766,106963,1575,1278,2853,54772,55044,109816,-32.795,151.8333
"NEWCASTLE",7236,2019,2,45697,46100,91797,619,475,1094,46316,46575,92891,-32.795,151.8333
"NEWCASTLE",7237,2019,3,53342,53523,106865,0,0,0,53342,53523,106865,-32.795,151.8333
"NEWCASTLE",7238,2019,4,53436,53930,107366,0,0,0,53436,53930,107366,-32.795,151.8333
"NEWCASTLE",7239,2019,5,51067,51398,102465,0,0,0,51067,51398,102465,-32.795,151.8333
"NEWCASTLE",7240,2019,6,49209,48677,97886,0,0,0,49209,48677,97886,-32.795,151.8333
"NEWCASTLE",7241,2019,7,54497,55290,109787,0,0,0,54497,55290,109787,-32.795,151.8333
"NEWCASTLE",7242,2019,8,52640,51999,104639,0,0,0,52640,51999,104639,-32.795,151.8333
"NEWCASTLE",7243,2019,9,53249,53411,106660,0,0,0,53249,53411,106660,-32.795,151.8333
"NEWCASTLE",7244,2019,10,59321,59179,118500,0,0,0,59321,59179,118500,-32.795,151.8333
"NEWCASTLE",7245,2019,11,55892,55878,111770,265,364,629,56157,56242,112399,-32.795,151.8333
"NEWCASTLE",7246,2019,12,53867,52369,106236,1225,1323,2548,55092,53692,108784,-32.795,151.8333
"NEWCASTLE",7247,2020,1,52332,52937,105269,1665,1425,3090,53997,54362,108359,-32.795,151.8333
"NEWCASTLE",7248,2020,2,46233,46207,92440,625,479,1104,46858,46686,93544,-32.795,151.8333
"NEWCASTLE",7249,2020,3,31344,30200,61544,0,0,0,31344,30200,61544,-32.795,151.8333
"NEWCASTLE",7250,2020,4,247,189,436,0,0,0,247,189,436,-32.795,151.8333
"NEWCASTLE",7251,2020,5,202,203,405,0,0,0,202,203,405,-32.795,151.8333
"NEWCASTLE",7252,2020,6,1087,1016,2103,0,0,0,1087,1016,2103,-32.795,151.8333
"NEWCASTLE",7253,2020,7,7474,8291,15765,0,0,0,7474,8291,15765,-32.795,151.8333
"NEWCASTLE",7254,2020,8,3077,2296,5373,0,0,0,3077,2296,5373,-32.795,151.8333
"NEWCASTLE",7255,2020,9,812,823,1635,0,0,0,812,823,1635,-32.795,151.8333
"NEWCASTLE",7256,2020,10,1179,914,2093,0,0,0,1179,914,2093,-32.795,151.8333
"NEWCASTLE",7257,2020,11,15158,15305,30463,0,0,0,15158,15305,30463,-32.795,151.8333
"NEWCASTLE",7258,2020,12,31394,32309,63703,0,0,0,31394,32309,63703,-32.795,151.8333
"NEWCASTLE",7259,2021,1,18498,18060,36558,0,0,0,18498,18060,36558,-32.795,151.8333
"NEWCASTLE",7260,2021,2,23499,24066,47565,0,0,0,23499,24066,47565,-32.795,151.8333
"NEWCASTLE",7261,2021,3,31863,31887,63750,0,0,0,31863,31887,63750,-32.795,151.8333
"NEWCASTLE",7262,2021,4,39497,39748,79245,0,0,0,39497,39748,79245,-32.795,151.8333
"NEWCASTLE",7263,2021,5,38360,38721,77081,0,0,0,38360,38721,77081,-32.795,151.8333
"NEWCASTLE",7264,2021,6,27885,29026,56911,0,0,0,27885,29026,56911,-32.795,151.8333
"NEWCASTLE",7265,2021,7,13291,11879,25170,0,0,0,13291,11879,25170,-32.795,151.8333
"NEWCASTLE",7266,2021,8,1301,984,2285,0,0,0,1301,984,2285,-32.795,151.8333
"NEWCASTLE",7267,2021,9,831,603,1434,0,0,0,831,603,1434,-32.795,151.8333
"NEWCASTLE",7268,2021,10,1504,1372,2876,0,0,0,1504,1372,2876,-32.795,151.8333
"NEWCASTLE",7269,2021,11,9886,9765,19651,0,0,0,9886,9765,19651,-32.795,151.8333
"NEWCASTLE",7270,2021,12,23849,23949,47798,0,0,0,23849,23949,47798,-32.795,151.8333
"NEWCASTLE",7271,2022,1,26741,27333,54074,0,0,0,26741,27333,54074,-32.795,151.8333
"NEWCASTLE",7272,2022,2,26946,27306,54252,0,0,0,26946,27306,54252,-32.795,151.8333
"NEWCASTLE",7273,2022,3,39436,39485,78921,0,0,0,39436,39485,78921,-32.795,151.8333
"NEWCASTLE",7274,2022,4,53597,53244,106841,0,0,0,53597,53244,106841,-32.795,151.8333
"NEWCASTLE",7275,2022,5,46049,46899,92948,0,0,0,46049,46899,92948,-32.795,151.8333
"NEWCASTLE",7276,2022,6,43845,43965,87810,0,0,0,43845,43965,87810,-32.795,151.8333
"NEWCASTLE",7277,2022,7,45478,46645,92123,0,0,0,45478,46645,92123,-32.795,151.8333
"NEWCASTLE",7278,2022,8,42540,42309,84849,0,0,0,42540,42309,84849,-32.795,151.8333
"NEWCASTLE",7279,2022,9,45920,47185,93105,0,0,0,45920,47185,93105,-32.795,151.8333
"NEWCASTLE",7280,2022,10,49971,48395,98366,0,0,0,49971,48395,98366,-32.795,151.8333
"NEWCASTLE",7281,2022,11,47167,47413,94580,0,0,0,47167,47413,94580,-32.795,151.8333
"NEWCASTLE",7282,2022,12,43492,41951,85443,0,0,0,43492,41951,85443,-32.795,151.8333
"NEWCASTLE",7283,2023,1,42531,42760,85291,0,0,0,42531,42760,85291,-32.795,151.8333
"NEWCASTLE",7284,2023,2,38929,39363,78292,0,0,0,38929,39363,78292,-32.795,151.8333
"NEWCASTLE",7285,2023,3,47410,47959,95369,0,0,0,47410,47959,95369,-32.795,151.8333
"NEWCASTLE",7286,2023,4,48406,48215,96621,0,0,0,48406,48215,96621,-32.795,151.8333
"NEWCASTLE",7287,2023,5,47200,47583,94783,0,0,0,47200,47583,94783,-32.795,151.8333
"NEWCASTLE",7288,2023,6,45514,45830,91344,0,0,0,45514,45830,91344,-32.795,151.8333
"NEWCASTLE",7289,2023,7,51559,52371,103930,0,0,0,51559,52371,103930,-32.795,151.8333
"NEWCASTLE",7290,2023,8,49184,48597,97781,0,0,0,49184,48597,97781,-32.795,151.8333
"NEWCASTLE",7291,2023,9,51857,52814,104671,0,0,0,51857,52814,104671,-32.795,151.8333
"NEWCASTLE",7292,2023,10,55192,53632,108824,0,0,0,55192,53632,108824,-32.795,151.8333
"NEWCASTLE",7293,2023,11,52195,52542,104737,0,0,0,52195,52542,104737,-32.795,151.8333
"PERTH",7702,2019,1,333792,355008,688800,230405,191656,422061,564197,546664,1110861,-31.9403,115.9666
"PERTH",7703,2019,2,292431,290188,582619,177469,147449,324918,469900,437637,907537,-31.9403,115.9666
"PERTH",7704,2019,3,327527,324347,651874,163843,169358,333201,491370,493705,985075,-31.9403,115.9666
"PERTH",7705,2019,4,344871,346786,691657,171753,185698,357451,516624,532484,1049108,-31.9403,115.9666
"PERTH",7706,2019,5,329652,330261,659913,158107,163144,321251,487759,493405,981164,-31.9403,115.9666
"PERTH",7707,2019,6,315356,306689,622045,155018,180664,335682,470374,487353,957727,-31.9403,115.9666
"PERTH",7708,2019,7,362677,370477,733154,203301,180135,383436,565978,550612,1116590,-31.9403,115.9666
"PERTH",7709,2019,8,343016,336164,679180,180370,178650,359020,523386,514814,1038200,-31.9403,115.9666
"PERTH",7710,2019,9,339702,339996,679698,180961,185024,365985,520663,525020,1045683,-31.9403,115.9666
"PERTH",7711,2019,10,377209,376475,753684,205797,171561,377358,583006,548036,1131042,-31.9403,115.9666
"PERTH",7712,2019,11,348086,343342,691428,180935,176849,357784,529021,520191,1049212,-31.9403,115.9666
"PERTH",7713,2019,12,367525,348759,716284,190795,234238,425033,558320,582997,1141317,-31.9403,115.9666
"PERTH",7714,2020,1,336945,359009,695954,238157,204575,442732,575102,563584,1138686,-31.9403,115.9666
"PERTH",7715,2020,2,297652,300717,598369,169482,135267,304749,467134,435984,903118,-31.9403,115.9666
"PERTH",7716,2020,3,233956,226081,460037,93680,84820,178500,327636,310901,638537,-31.9403,115.9666
"PERTH",7717,2020,4,17595,17136,34731,1696,5422,7118,19291,22558,41849,-31.9403,115.9666
"PERTH",7718,2020,5,15780,17204,32984,1141,2285,3426,16921,19489,36410,-31.9403,115.9666
"PERTH",7719,2020,6,29887,31756,61643,1652,2469,4121,31539,34225,65764,-31.9403,115.9666
"PERTH",7720,2020,7,53442,55274,108716,2702,3866,6568,56144,59140,115284,-31.9403,115.9666
"PERTH",7721,2020,8,58156,59012,117168,2038,4142,6180,60194,63154,123348,-31.9403,115.9666
"PERTH",7722,2020,9,78515,75161,153676,2038,2786,4824,80553,77947,158500,-31.9403,115.9666
"PERTH",7723,2020,10,90005,84295,174300,3497,3203,6700,93502,87498,181000,-31.9403,115.9666
"PERTH",7724,2020,11,104170,101412,205582,3648,2905,6553,107818,104317,212135,-31.9403,115.9666
"PERTH",7725,2020,12,163235,140723,303958,4096,3393,7489,167331,144116,311447,-31.9403,115.9666
"PERTH",7726,2021,1,119606,135005,254611,2997,2688,5685,122603,137693,260296,-31.9403,115.9666
"PERTH",7727,2021,2,93691,89784,183475,2249,2109,4358,95940,91893,187833,-31.9403,115.9666
"PERTH",7728,2021,3,192521,185740,378261,3573,2357,5930,196094,188097,384191,-31.9403,115.9666
"PERTH",7729,2021,4,218279,219323,437602,4569,3900,8469,222848,223223,446071,-31.9403,115.9666
"PERTH",7730,2021,5,225194,227822,453016,5451,6428,11879,230645,234250,464895,-31.9403,115.9666
"PERTH",7731,2021,6,203405,200554,403959,6887,6448,13335,210292,207002,417294,-31.9403,115.9666
"PERTH",7732,2021,7,134985,136530,271515,6570,7980,14550,141555,144510,286065,-31.9403,115.9666
"PERTH",7733,2021,8,136243,132964,269207,2894,2954,5848,139137,135918,275055,-31.9403,115.9666
"PERTH",7734,2021,9,159249,151192,310441,1316,2728,4044,160565,153920,314485,-31.9403,115.9666
"PERTH",7735,2021,10,159047,153702,312749,1436,3048,4484,160483,156750,317233,-31.9403,115.9666
"PERTH",7736,2021,11,166141,163799,329940,1295,4178,5473,167436,167977,335413,-31.9403,115.9666
"PERTH",7737,2021,12,129919,119443,249362,1660,4936,6596,131579,124379,255958,-31.9403,115.9666
"PERTH",7738,2022,1,82324,99652,181976,916,5815,6731,83240,105467,188707,-31.9403,115.9666
"PERTH",7739,2022,2,111832,92555,204387,1334,6318,7652,113166,98873,212039,-31.9403,115.9666
"PERTH",7740,2022,3,199907,187184,387091,26166,19622,45788,226073,206806,432879,-31.9403,115.9666
"PERTH",7741,2022,4,280604,273619,554223,49607,50958,100565,330211,324577,654788,-31.9403,115.9666
"PERTH",7742,2022,5,291176,291762,582938,56675,62118,118793,347851,353880,701731,-31.9403,115.9666
"PERTH",7743,2022,6,313411,307999,621410,71995,88871,160866,385406,396870,782276,-31.9403,115.9666
"PERTH",7744,2022,7,331277,332116,663393,106979,99663,206642,438256,431779,870035,-31.9403,115.9666
"PERTH",7745,2022,8,323527,315687,639214,108969,97490,206459,432496,413177,845673,-31.9403,115.9666
"PERTH",7746,2022,9,337380,333644,671024,115510,109928,225438,452890,443572,896462,-31.9403,115.9666
"PERTH",7747,2022,10,348557,343902,692459,128126,104582,232708,476683,448484,925167,-31.9403,115.9666
"PERTH",7748,2022,11,334653,333409,668062,131657,129121,260778,466310,462530,928840,-31.9403,115.9666
"PERTH",7749,2022,12,346758,326265,673023,132960,165623,298583,479718,491888,971606,-31.9403,115.9666
"PERTH",7750,2023,1,330336,344735,675071,177450,145653,323103,507786,490388,998174,-31.9403,115.9666
"PERTH",7751,2023,2,290466,295779,586245,156832,116727,273559,447298,412506,859804,-31.9403,115.9666
"PERTH",7752,2023,3,356856,349462,706318,151270,150223,301493,508126,499685,1007811,-31.9403,115.9666
"PERTH",7753,2023,4,340147,338989,679136,146858,155633,302491,487005,494622,981627,-31.9403,115.9666
"PERTH",7754,2023,5,338963,338929,677892,142937,152065,295002,481900,490994,972894,-31.9403,115.9666
"PERTH",7755,2023,6,324425,321743,646168,144937,167385,312322,469362,489128,958490,-31.9403,115.9666
"PERTH",7756,2023,7,353381,350117,703498,180536,159180,339716,533917,509297,1043214,-31.9403,115.9666
"PERTH",7757,2023,8,350137,343829,693966,172116,161123,333239,522253,504952,1027205,-31.9403,115.9666
"PERTH",7758,2023,9,351260,350195,701455,172558,172998,345556,523818,523193,1047011,-31.9403,115.9666
"PERTH",7759,2023,10,380166,376282,756448,186428,154767,341195,566594,531049,1097643,-31.9403,115.9666
"PERTH",7760,2023,11,373193,369375,742568,168013,169824,337837,541206,539199,1080405,-31.9403,115.9666
"PROSERPINE",7881,2019,1,18536,19795,38331,0,0,0,18536,19795,38331,-20.495,148.5522
"PROSERPINE",7882,2019,2,14441,14851,29292,0,0,0,14441,14851,29292,-20.495,148.5522
"PROSERPINE",7883,2019,3,16209,16151,32360,0,0,0,16209,16151,32360,-20.495,148.5522
"PROSERPINE",7884,2019,4,19048,18648,37696,0,0,0,19048,18648,37696,-20.495,148.5522
"PROSERPINE",7885,2019,5,15733,16071,31804,0,0,0,15733,16071,31804,-20.495,148.5522
"PROSERPINE",7886,2019,6,14909,14476,29385,0,0,0,14909,14476,29385,-20.495,148.5522
"PROSERPINE",7887,2019,7,19243,19486,38729,0,0,0,19243,19486,38729,-20.495,148.5522
"PROSERPINE",7888,2019,8,18760,19214,37974,0,0,0,18760,19214,37974,-20.495,148.5522
"PROSERPINE",7889,2019,9,19881,19373,39254,0,0,0,19881,19373,39254,-20.495,148.5522
"PROSERPINE",7890,2019,10,20514,21411,41925,0,0,0,20514,21411,41925,-20.495,148.5522
"PROSERPINE",7891,2019,11,18567,19106,37673,0,0,0,18567,19106,37673,-20.495,148.5522
"PROSERPINE",7892,2019,12,19715,19276,38991,0,0,0,19715,19276,38991,-20.495,148.5522
"PROSERPINE",7893,2020,1,20126,21409,41535,0,0,0,20126,21409,41535,-20.495,148.5522
"PROSERPINE",7894,2020,2,12850,13192,26042,0,0,0,12850,13192,26042,-20.495,148.5522
"PROSERPINE",7895,2020,3,9929,10658,20587,0,0,0,9929,10658,20587,-20.495,148.5522
"PROSERPINE",7896,2020,4,0,0,0,0,0,0,0,0,0,-20.495,148.5522
"PROSERPINE",7897,2020,5,0,0,0,0,0,0,0,0,0,-20.495,148.5522
"PROSERPINE",7898,2020,6,1266,1092,2358,0,0,0,1266,1092,2358,-20.495,148.5522
"PROSERPINE",7899,2020,7,8432,7792,16224,0,0,0,8432,7792,16224,-20.495,148.5522
"PROSERPINE",7900,2020,8,6557,6821,13378,0,0,0,6557,6821,13378,-20.495,148.5522
"PROSERPINE",7901,2020,9,8761,8067,16828,0,0,0,8761,8067,16828,-20.495,148.5522
"PROSERPINE",7902,2020,10,10239,10590,20829,0,0,0,10239,10590,20829,-20.495,148.5522
"PROSERPINE",7903,2020,11,9820,9923,19743,0,0,0,9820,9923,19743,-20.495,148.5522
"PROSERPINE",7904,2020,12,14433,13709,28142,0,0,0,14433,13709,28142,-20.495,148.5522
"PROSERPINE",7905,2021,1,11119,12490,23609,0,0,0,11119,12490,23609,-20.495,148.5522
"PROSERPINE",7906,2021,2,10299,10213,20512,0,0,0,10299,10213,20512,-20.495,148.5522
"PROSERPINE",7907,2021,3,14453,14016,28469,0,0,0,14453,14016,28469,-20.495,148.5522
"PROSERPINE",7908,2021,4,16223,16212,32435,0,0,0,16223,16212,32435,-20.495,148.5522
"PROSERPINE",7909,2021,5,14345,14464,28809,0,0,0,14345,14464,28809,-20.495,148.5522
"PROSERPINE",7910,2021,6,12513,11710,24223,0,0,0,12513,11710,24223,-20.495,148.5522
"PROSERPINE",7911,2021,7,10540,12183,22723,0,0,0,10540,12183,22723,-20.495,148.5522
"PROSERPINE",7912,2021,8,5865,6188,12053,0,0,0,5865,6188,12053,-20.495,148.5522
"PROSERPINE",7913,2021,9,12203,11000,23203,0,0,0,12203,11000,23203,-20.495,148.5522
"PROSERPINE",7914,2021,10,13044,13649,26693,0,0,0,13044,13649,26693,-20.495,148.5522
"PROSERPINE",7915,2021,11,13440,13706,27146,0,0,0,13440,13706,27146,-20.495,148.5522
"PROSERPINE",7916,2021,12,18479,16683,35162,0,0,0,18479,16683,35162,-20.495,148.5522
"PROSERPINE",7917,2022,1,18897,20768,39665,0,0,0,18897,20768,39665,-20.495,148.5522
"PROSERPINE",7918,2022,2,13561,13586,27147,0,0,0,13561,13586,27147,-20.495,148.5522
"PROSERPINE",7919,2022,3,17193,16632,33825,0,0,0,17193,16632,33825,-20.495,148.5522
"PROSERPINE",7920,2022,4,23962,23356,47318,0,0,0,23962,23356,47318,-20.495,148.5522
"PROSERPINE",7921,2022,5,18836,18806,37642,0,0,0,18836,18806,37642,-20.495,148.5522
"PROSERPINE",7922,2022,6,19622,18549,38171,0,0,0,19622,18549,38171,-20.495,148.5522
"PROSERPINE",7923,2022,7,20815,21527,42342,0,0,0,20815,21527,42342,-20.495,148.5522
"PROSERPINE",7924,2022,8,19834,20075,39909,0,0,0,19834,20075,39909,-20.495,148.5522
"PROSERPINE",7925,2022,9,21583,21160,42743,0,0,0,21583,21160,42743,-20.495,148.5522
"PROSERPINE",7926,2022,10,20715,21201,41916,0,0,0,20715,21201,41916,-20.495,148.5522
"PROSERPINE",7927,2022,11,17349,17783,35132,0,0,0,17349,17783,35132,-20.495,148.5522
"PROSERPINE",7928,2022,12,19622,19108,38730,0,0,0,19622,19108,38730,-20.495,148.5522
"PROSERPINE",7929,2023,1,18209,18825,37034,0,0,0,18209,18825,37034,-20.495,148.5522
"PROSERPINE",7930,2023,2,15250,15730,30980,0,0,0,15250,15730,30980,-20.495,148.5522
"PROSERPINE",7931,2023,3,19361,18776,38137,0,0,0,19361,18776,38137,-20.495,148.5522
"PROSERPINE",7932,2023,4,24326,24859,49185,0,0,0,24326,24859,49185,-20.495,148.5522
"PROSERPINE",7933,2023,5,19845,19781,39626,0,0,0,19845,19781,39626,-20.495,148.5522
"PROSERPINE",7934,2023,6,21623,20460,42083,0,0,0,21623,20460,42083,-20.495,148.5522
"PROSERPINE",7935,2023,7,23681,24606,48287,0,0,0,23681,24606,48287,-20.495,148.5522
"PROSERPINE",7936,2023,8,21693,22050,43743,0,0,0,21693,22050,43743,-20.495,148.5522
"PROSERPINE",7937,2023,9,22448,22349,44797,0,0,0,22448,22349,44797,-20.495,148.5522
"PROSERPINE",7938,2023,10,22646,23837,46483,0,0,0,22646,23837,46483,-20.495,148.5522
"PROSERPINE",7939,2023,11,20686,21159,41845,0,0,0,20686,21159,41845,-20.495,148.5522
"ROCKHAMPTON",8348,2019,1,21021,19909,40930,0,0,0,21021,19909,40930,-23.3819,150.475
